text,label
sondage intéressant ça redonne espoir convaincu mlp présidente ca irait bien mieux tous autres bfmtv sondage bfmtv désormais coude coude deux tours,pos
va payer franchise urnes existe vote caché peut elle finalement remporter contre toute attente livre noir propose série analyses jours er tour 👇,pos
engagé côtés projet ambitieux rupture clivages stériles ne regrette pas choix malgré crises su décider gérer faire avancer notre pays faire grandir europe conviction dimanche vote 🇫 🇷 🇪 🇺,pos
france forte europe souveraine seul vote dimanche 🗳,pos
chargeons barque nouvelle tuile confie distribution professions foi cabinet conseil alphagate,neu
aussi reçu sms ci dessous envoyé sachez pouvez faire signalement 👉,neu
répond questions sociaux quelques heures fin campagne,neu
vais voter,neu
🛑 ne pas carte électeurs 🗳 🇫 🇷 pas important ➡ ️ avril ⏹ selon arrêté novembre document identité suffit pouvoir voter ❌,neu
,neu
dimanche vote faire barrage 😡 😡 😡,neg
gt gt gt 🥰 😍,pos
alerte info général gaulle appelle voter,neu
dernier tractage climat marché anvers vote dimanche 🍀 🌏 🍀 ⁦ ⁦ ⁩,neu
toutes celles ceux doutent tentés voter mlp voici sondage qotmii envoyé mms sondage pas potentiel électoral ⤵ ️,neu
📡 abstention sert droite extrême droite cas école trinité tobago maison mère cambridge analytica financée extrême droite encouragé abstention ℹ️source,neu
père aujourde hui décédé voté comme faisait faveur fn père marie ancien arbitre médaillé or fédération français football,neu
voteriez nd tour admettons pas,neu
bon déjà pas chaud chaud motiver aller voter parce voyais pas grand chose convainquant découvre soir après bonne journée merde positif prend peu comme signe univers dis pas aller là 😭,neu
espère électeurs ne oublieront pas signer bulletin vote,neu
mère folle demande voter ne ferait pas chuter mlp donnerait plus poids poulain mère devenue stratège napoléon 🤣 dit bonne idée car moi conviction vote,neu
vote restera secret,neu
bon bon vais chercher liquide refroidissement arrive caisse personnes ah temps moche ah oui espérons dimanche fasse beau moi dimanche jour avenir france vote ez moi idem donc gt,neu
française tête talonné derniers sondages,neu
bon soir compañeros soir reçu professions foi où pas vote masse dimanche faire sortir premier tour,neu
certains disent durcit fait quoi ans part prodiguer menaces autres lois liberticides ne voterais plus lui,neg
peux pas voter fou malade,neu
analyse programme économique 👉 sourde climat 👉 aveugle besoins fondamentaux 👉 muette face souffrance plus pauvres accès libre,pos
fait démarcher militant outre surprise constater ça existe crû ème rien voyant,neu
fait remarquer belgique cite … brel comme référence française lors meeting net,pos
niquez mères ceux veulent tout prix convaincre autres voter qqun foutez paix ptn laissez moi trql ras cul voir politique partout,neg
ne passe pas er tour girouette tapera plus grosse honte vie 😂,neu
genre pas voter voter blanc ça sert rien alors cette fois bon sang envie croire,neg
souvenu grands parents allait voter donc contre fait,neu
ça juge imaginez grosse surprise vs second tour ça bégayerait fallait donner consignes vote 🙃,neu
horaires bureaux vote er tour,neu
second tour dira elle vote ne donnera pas consigne ⁦ ⁩ portera responsabilité élection président fasciste,neu
gens veulent essayer essayez aller verrez bien plus utile bas 😘,neu
er tour dimanche avril ne sais toujours pas voter,neu
découvert cette semaine premier tour élections présidentielles etait dimanche hummm,neu
cette nouveauté glissée organisation,neu
vivement élections finies déjà trop marre,neg
connaissance dit quartiers populaires ça va aller voter masse parce sentent cette fois écoutera,neu
florilège vidéos partagé pendant cette campagne concernant encore pépites partager plus nombreux 🚀 🚀 🚀 commencer voici comment lfi diffusent amour,neu
passage voter aussi assurer débat second tour ne pourra pas fuir classique aimez mêmes votez,neu
faut reconnaitre courage ceux font parti avoir appelé voter car cela coute être viré comme malpropres être exilé heureusement bonne terre accueil,neu
après avoir démagogiquement joué aspect pseudo social programme remet avant fondamentaux racistes prenant femmes musulmanes promesse interdiction port voile espace public,neu
élections présidentielles françaises ne rendent pas particulièrement nerveux,neu
petit rappel jour dire ne pas voter 🤞🏼,neg
tout monde doit voter dimanche position gagner nd tour rappelez ne manquait voix bureau vote ❤ ️ 🐢,pos
allez voter,neu
quand vois passer toutes intentions vote dépit résignation ne pas tous camps interroge mandat gouvernement donné vainqueur mandat opposition donné second vivement législatives 🙄,neu
allô fr règle candidats présentateurs lèches tjrs autorisés jour entre amp h flagorneries réponse candidat outrance,neu
élections truquées,neg
dimanche allez tous voir story cabine vote,neu
homme tout gagné ans imaginez désormais sueur face défis ultime faire pire suite fera votez faites voter peuple vote peuple gagne fin cauchemar,neg
coloc dit elle allait pas voter mélanchon 💀,neg
retiré vie sauvé aussi pleure devant meeting mr palais sports tout cordialement,neu
éviter paix lapsus révélateur 🤔 ✅ rejoignez,neu
avril votez faites gagner,pos
tous musulmans appellent ne pas voter reparlera quand obligera musulmanes ôter leurs voiles ne écoutez pas gens souvent solde fachos votez,neg
dire quand petite trop hâte pouvoir aller voter accompagnais toujours père assistais quand pouvais dépouillement dimanche idée voter déprime magie vide adulte vraiment 🙃,neg
étranger comme 🇫 🇷 toujours voté quelque conditions temps distance cela toujours inscrit registre français étranger exercez droit amp devoir malheureusement quasi totalité ici ne feront pas 😔 votez,pos
monsieur pays ne pas besoin dirigeants barbares présente candidat président potentiel élections présidentielles katumbi jmkkrock,pos
vote vital vote létal,neu
déjà pu faire mal votant chirac faire barrage ras casquette ne jamais voter vraiment choix là ça pue donc rebelote stratégie 🙄 voterai heureusement autain motiver peu,neu
ici maths beaucoup plus facile ” jeune réfugiée ukrainienne met mal niveau éducatif français décidément quand ça veut pas,neu
france déjà témoigné politique autres pays p ex états unis brésil hongrie royaume uni sans exception conséquences peuple avèrent épouvantables voulez vraiment voter cela,neg
ne peut pas dire pourrait condamner mollement rien ne empêchera répéter ps ne soumettrons pas,pos
christiane taubira annonce soutenir,pos
dimanche vote surtout surtout vive france,pos
aussi coupable payé k argent public rapport pages powerpoint plein copié collé combine intéresse faites comme étudiant passez doctorat,neg
ceux votent premier tour faites quoi cas second tour,neu
ne fiez pas sondages là tromper allez voter 🇫 🇷,pos
aussi tombées tiktok,neu
bon ben ça pas vote moi dimanche,neg
bougez allez voter dimanche ça prendra min tous ça changera nos vies pendant ans,pos
pq intégralité tl veut voter meclanchon,neg
plus difficile dimanche ne pas aller voter plutôt avoir motivation habiller,neu
isabelle ferreira allait révéler informations retrouvée noyée,neu
mauvaises langues disent enfants voté sondage alors moi dis enfants voté allez dire parents faites misère jusque fassent 🫵 😃 ✌ ️,pos
deux extrêmes visage incapacité gouverner non seulement soutiennent plus leurs programmes amèneraient pays faillite car ne pas finançable seul vote utile er tour dimanche,neu
🗳 ️ 🇫 🇷 📢 suivre résultats premier tour élection département échelle nationale dimanche avril partir h ici 👉,neu
virer dictature seule solution voter masse zemour trois ne peut faire pire nos voyous actuels nos droitsnotre liberté vraie justice,pos
vote,neu
⚠ vote ⚠ ️,pos
dimanche vote dès premier tour,pos
dimanche oublié pas aller voter,pos
chaton vendredi envoie message clair week end,neu
dimanche lorsque irez voter pensez millions ukrainiens pris piège pays milliers morts déjà causé guerre rappelez candidats favoris élection soutiennent défendu pouvoir souvenez,neu
contrôle citoyen votes ensemble contrôlons résultats officiels correspondent chacun voté,neu
ne sert rien voter soros rockefeller rotshild déjà désigné depuis longtemps vainqueur reste font croire population choisi tel tel président faisons sécession système vers souveraineté humain,neg
accord cette élection merde toute énergie temps argent dépensés pourrait être tellement mieux investis trop pouvoir cellui élu e grosse moitié gens daignés aller voter laisser mains,neg
sais tjrs pas voter bcp trop perdue personne arrive sortir lot …,neu
gens veulent ans plus insécurité chaque coin rue votent dimanche gauche revient pendant temps là votons camp national,neu
comment elle suce gaulle chirac 🥱 🥴,neg
vs verrions exactement où bien pensance pls,neu
pro europe maim,neu
bon puisque faut dire voter autre chose ne sert rien,neu
va payer mensonges affaires benalla gilets jaunes masques buzyn mc kinsey plein autres malfaçons,neu
deux principales intéressées ignoraient départ allait être révélé dès maintenant selon nos informations come prenez pas idiots simplement parce elles ne savaient pas elles ne représenteraient pas,neu
imaginez mère victime oedeme pulmonaire hospitalisée cardiologie pronostic vital engagé vu ne pas vax obligé faire test pouvoir rentrer hôpital allez voir mère pas inquiétude veran ne pas,neu
vidéo crie foule meeting mars k ▶ ️,neu
